Shipment_ID,Date,Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred,Fuel_Price_Category
SC-11079,2024-04-28,Hamburg,Dubai,Air,Electronics,14274.44,178.92,3.9,0.7,Fog,0.718,2.16,0,Medium
SC-11080,2025-02-17,Los Angeles,Antwerp,Sea,Perishables,11902.0,224.2,4.49,5.6,Hurricane,0.957,169.85,1,High
SC-11081,2025-06-10,Los Angeles,Marseille,Sea,Automotive,1796.46,482.79,2.29,2.5,Fog,0.896,3.54,1,Medium
SC-11082,2024-01-02,Dubai,Rotterdam,Air,Electronics,6554.92,189.3,2.46,2.4,Rain,0.653,0.5,1,Medium
SC-11083,2025-11-04,Singapore,Antwerp,Rail,Electronics,13247.22,129.86,3.24,9.9,Storm,0.962,40.67,1,Medium
SC-11084,2025-07-09,Hamburg,Antwerp,Rail,Perishables,14198.61,122.49,3.57,7.6,Clear,0.665,13.66,0,Medium
SC-11085,2025-04-18,Rotterdam,Dubai,Road,Textiles,7277.32,229.42,2.49,8.4,Hurricane,0.536,47.75,1,Medium
SC-11086,2025-02-27,Shanghai,Singapore,Air,Textiles,9394.47,380.0,4.19,5.7,Storm,0.997,1.59,1,High
SC-11087,2024-02-25,Singapore,Busan,Sea,Pharmaceuticals,2921.99,103.79,3.05,8.7,Clear,0.935,6.53,0,Medium
SC-11088,2024-07-11,Busan,Hamburg,Air,Perishables,14871.95,354.94,2.69,6.5,Fog,0.733,2.03,0,Medium
SC-11089,2025-06-14,Dubai,Marseille,Road,Textiles,3859.24,11.55,3.33,9.5,Clear,0.833,3.13,1,Medium
SC-11090,2025-01-05,Rotterdam,Shanghai,Road,Pharmaceuticals,14169.61,210.05,4.34,2.8,Rain,0.836,11.33,1,High
SC-11091,2025-09-29,Rotterdam,Singapore,Sea,Pharmaceuticals,9919.88,388.16,3.82,6.0,Rain,0.597,21.74,0,Medium
SC-11092,2025-05-25,Hamburg,Antwerp,Air,Automotive,9312.18,170.03,1.33,6.9,Hurricane,0.6,5.69,1,Low
SC-11093,2025-10-02,Dubai,Antwerp,Rail,Pharmaceuticals,7933.98,282.3,2.3,3.9,Hurricane,0.735,52.47,1,Medium
SC-11094,2025-03-28,Los Angeles,Marseille,Sea,Automotive,3844.71,103.28,2.75,8.8,Rain,0.956,9.11,0,Medium
SC-11095,2024-02-22,Los Angeles,Hamburg,Air,Textiles,3059.66,371.26,2.24,9.8,Clear,0.505,0.5,0,Medium
SC-11096,2024-07-27,Hamburg,Los Angeles,Road,Automotive,3697.05,27.09,3.51,4.9,Storm,0.891,7.57,1,Medium
SC-11097,2024-09-30,Hamburg,Antwerp,Sea,Textiles,3203.35,426.42,3.93,3.9,Fog,0.529,7.87,1,Medium
SC-11098,2025-07-16,Shanghai,Rotterdam,Sea,Perishables,11803.97,99.9,3.61,4.7,Hurricane,0.739,161.96,1,Medium
SC-11099,2024-05-14,Antwerp,Hamburg,Air,Automotive,5576.82,437.32,4.46,8.5,Rain,0.819,0.5,1,High
SC-11100,2024-10-21,Los Angeles,Busan,Air,Perishables,1338.72,176.91,2.1,6.5,Rain,0.843,0.5,1,Medium
SC-11101,2025-03-24,Shanghai,Antwerp,Sea,Electronics,14551.99,361.62,4.09,0.4,Rain,0.529,25.04,0,High
SC-11102,2025-12-16,Dubai,Shanghai,Air,Textiles,13314.9,160.29,3.73,5.4,Fog,0.709,1.67,1,Medium
SC-11103,2025-05-11,Busan,Singapore,Road,Pharmaceuticals,13952.41,453.05,2.4,0.2,Rain,0.792,9.67,0,Medium
SC-11104,2024-05-04,Rotterdam,Los Angeles,Sea,Electronics,14926.16,64.19,3.62,7.8,Clear,0.533,27.81,1,Medium
SC-11105,2024-01-30,Busan,Shanghai,Road,Pharmaceuticals,3021.48,90.08,1.54,3.3,Hurricane,0.568,16.98,1,Low
SC-11106,2025-10-07,Shanghai,Los Angeles,Air,Textiles,6245.51,247.02,3.8,4.7,Storm,0.832,0.87,0,Medium
SC-11107,2025-09-15,Hamburg,Shanghai,Air,Textiles,11494.46,41.89,2.96,8.0,Storm,0.761,2.07,1,Medium
SC-11108,2024-09-02,Singapore,Marseille,Rail,Perishables,10592.3,98.79,2.16,0.5,Clear,0.581,6.9,0,Medium
SC-11109,2025-12-27,Antwerp,Singapore,Rail,Automotive,2731.49,471.94,3.36,1.6,Fog,0.768,2.93,0,Medium
SC-11110,2024-06-11,Shanghai,Hamburg,Road,Automotive,12329.58,488.27,3.32,4.0,Fog,0.956,13.99,1,Medium
SC-11111,2024-11-14,Singapore,Los Angeles,Air,Perishables,3754.39,188.75,1.89,2.3,Fog,0.508,0.5,0,Low
SC-11112,2025-07-18,Dubai,Shanghai,Air,Pharmaceuticals,3745.36,461.72,1.3,3.4,Fog,0.821,0.5,1,Low
SC-11113,2024-01-15,Dubai,Shanghai,Road,Pharmaceuticals,8286.13,272.87,2.63,10.0,Clear,0.537,7.72,1,Medium
SC-11114,2025-07-19,Antwerp,Hamburg,Road,Electronics,9097.63,135.6,3.08,8.3,Fog,0.503,11.56,1,Medium
SC-11115,2025-02-21,Antwerp,Los Angeles,Air,Pharmaceuticals,8911.25,351.5,4.09,8.8,Rain,0.575,0.5,1,High
SC-11116,2024-04-05,Shanghai,Antwerp,Road,Electronics,1826.56,329.79,4.26,9.4,Fog,0.711,2.73,1,High
SC-11117,2024-08-18,Los Angeles,Antwerp,Rail,Pharmaceuticals,13223.18,494.57,2.95,3.4,Rain,0.901,13.96,0,Medium
SC-11118,2024-04-26,Singapore,Antwerp,Rail,Pharmaceuticals,4351.2,133.26,3.69,3.0,Rain,0.641,2.86,1,Medium
SC-11119,2025-04-17,Antwerp,Shanghai,Rail,Perishables,2377.97,336.36,2.65,2.3,Hurricane,0.813,14.14,1,Medium
SC-11120,2024-04-30,Singapore,Los Angeles,Air,Pharmaceuticals,13386.85,26.96,3.66,8.3,Fog,0.706,0.5,1,Medium
SC-11121,2025-10-25,Hamburg,Marseille,Sea,Electronics,14356.95,57.71,1.88,6.8,Rain,0.617,32.02,0,Low
SC-11122,2024-06-06,Singapore,Busan,Air,Automotive,13000.85,2.96,2.42,2.4,Clear,0.757,1.25,1,Medium
SC-11123,2025-05-25,Dubai,Los Angeles,Road,Automotive,12237.98,499.73,3.29,3.8,Clear,0.899,8.71,1,Medium
SC-11124,2024-10-25,Rotterdam,Marseille,Rail,Electronics,10001.01,401.33,1.26,5.1,Clear,0.916,9.4,1,Low
SC-11125,2025-06-05,Dubai,Los Angeles,Road,Pharmaceuticals,8487.43,393.57,3.58,5.3,Rain,0.923,8.08,0,Medium
SC-11126,2025-12-23,Los Angeles,Dubai,Road,Pharmaceuticals,1761.31,255.35,3.96,8.9,Rain,0.669,2.67,1,Medium
SC-11127,2024-10-06,Rotterdam,Hamburg,Sea,Electronics,6422.57,150.73,2.52,3.8,Clear,0.897,11.2,0,Medium
SC-11128,2025-03-01,Singapore,Hamburg,Sea,Electronics,5903.98,76.48,2.68,9.1,Clear,0.606,11.72,0,Medium
SC-11129,2025-05-09,Antwerp,Singapore,Air,Electronics,4266.43,143.05,4.01,4.4,Hurricane,0.869,2.2,1,High
SC-11130,2025-04-28,Busan,Shanghai,Sea,Electronics,10989.59,188.61,3.76,7.5,Storm,0.974,62.44,1,Medium
SC-11131,2024-09-06,Shanghai,Rotterdam,Air,Textiles,7690.2,378.4,2.15,9.3,Hurricane,0.507,4.58,1,Medium
SC-11132,2025-04-12,Los Angeles,Busan,Sea,Textiles,1675.17,270.29,2.27,9.1,Storm,0.72,10.18,1,Medium
SC-11133,2025-07-18,Antwerp,Hamburg,Road,Perishables,3692.66,39.66,3.44,0.6,Rain,0.824,2.67,0,Medium
SC-11134,2024-05-28,Hamburg,Los Angeles,Road,Pharmaceuticals,10407.25,10.0,3.06,2.1,Fog,0.851,10.92,0,Medium
SC-11135,2025-01-27,Antwerp,Rotterdam,Air,Automotive,1603.9,52.06,1.74,4.8,Storm,0.588,0.5,1,Low
SC-11136,2024-07-14,Rotterdam,Dubai,Sea,Perishables,12842.5,205.84,2.22,4.3,Hurricane,0.986,173.02,1,Medium
SC-11137,2025-09-05,Rotterdam,Shanghai,Air,Perishables,7679.62,466.66,4.17,6.4,Rain,0.808,0.5,1,High
SC-11138,2025-06-04,Dubai,Rotterdam,Air,Pharmaceuticals,7468.51,319.06,3.47,9.4,Rain,0.582,1.01,1,Medium
SC-11139,2024-05-19,Shanghai,Rotterdam,Air,Textiles,9089.91,401.11,4.45,1.1,Rain,0.51,0.5,1,High
SC-11140,2024-03-12,Busan,Dubai,Air,Electronics,12457.87,233.72,3.73,4.5,Fog,0.892,1.09,1,Medium
SC-11141,2024-10-09,Singapore,Busan,Sea,Textiles,5543.23,181.47,4.31,1.9,Fog,0.54,13.32,0,High
SC-11142,2025-02-28,Antwerp,Rotterdam,Sea,Electronics,10331.23,55.09,1.91,8.9,Hurricane,0.571,166.26,1,Low
SC-11143,2024-12-14,Hamburg,Singapore,Air,Electronics,8703.11,438.09,3.75,9.6,Fog,0.787,0.97,1,Medium
SC-11144,2025-06-03,Shanghai,Busan,Sea,Textiles,4371.91,391.8,1.27,4.8,Clear,0.802,7.51,1,Low
SC-11145,2024-09-30,Antwerp,Marseille,Rail,Textiles,13240.13,84.89,3.41,1.0,Hurricane,0.843,76.87,1,Medium
SC-11146,2024-01-03,Antwerp,Dubai,Sea,Textiles,12062.68,256.62,2.75,7.9,Rain,0.697,27.57,1,Medium
SC-11147,2024-10-16,Rotterdam,Singapore,Rail,Textiles,10047.55,244.2,2.34,7.0,Hurricane,0.887,75.18,1,Medium
SC-11148,2024-11-01,Rotterdam,Marseille,Rail,Electronics,12833.44,312.92,4.05,3.5,Hurricane,0.987,84.08,1,High
SC-11149,2025-08-24,Busan,Hamburg,Rail,Electronics,13075.77,473.15,4.02,8.9,Fog,0.636,20.14,1,High
SC-11150,2025-08-16,Los Angeles,Shanghai,Air,Automotive,10771.26,290.31,1.27,9.8,Fog,0.852,1.3,1,Low
SC-11151,2025-11-06,Busan,Rotterdam,Air,Electronics,12636.69,270.57,3.21,5.6,Clear,0.964,1.52,0,Medium
SC-11152,2025-05-16,Antwerp,Singapore,Sea,Perishables,10613.34,26.11,2.41,5.7,Rain,0.843,23.5,0,Medium
SC-11153,2024-06-01,Los Angeles,Dubai,Road,Electronics,10362.04,32.39,2.57,3.0,Fog,0.841,11.03,1,Medium
SC-11154,2025-04-02,Los Angeles,Busan,Road,Electronics,9469.86,94.49,3.95,5.8,Clear,0.612,7.9,1,Medium
SC-11155,2025-07-05,Los Angeles,Singapore,Air,Textiles,11414.39,17.2,2.22,4.4,Storm,0.768,1.68,1,Medium
SC-11156,2025-05-10,Shanghai,Busan,Air,Electronics,2799.77,371.93,4.31,3.0,Storm,0.781,0.5,1,High
SC-11157,2024-12-19,Hamburg,Los Angeles,Air,Perishables,13272.63,361.94,1.79,0.7,Hurricane,0.85,5.98,1,Low
SC-11158,2024-12-06,Antwerp,Busan,Sea,Textiles,13141.73,68.89,3.39,2.5,Storm,0.998,61.01,1,Medium
SC-11159,2025-07-19,Dubai,Shanghai,Air,Pharmaceuticals,924.09,418.2,3.42,2.0,Fog,0.517,0.5,0,Medium
SC-11160,2025-07-10,Shanghai,Singapore,Road,Pharmaceuticals,12474.34,78.24,2.03,5.4,Hurricane,0.533,75.89,1,Medium
SC-11161,2025-01-21,Shanghai,Singapore,Sea,Pharmaceuticals,2368.61,151.29,2.27,6.0,Rain,0.539,5.84,1,Medium
SC-11162,2025-04-11,Antwerp,Hamburg,Road,Perishables,5359.22,125.24,3.95,6.1,Clear,0.871,4.03,1,Medium
SC-11163,2024-11-25,Antwerp,Los Angeles,Sea,Pharmaceuticals,11280.87,186.78,3.71,3.9,Hurricane,0.568,149.35,1,Medium
SC-11164,2024-07-12,Dubai,Rotterdam,Rail,Perishables,2831.02,128.08,2.29,4.2,Storm,0.811,7.3,0,Medium
SC-11165,2025-12-15,Dubai,Rotterdam,Road,Textiles,12360.52,244.99,2.96,8.3,Fog,0.662,15.1,0,Medium
SC-11166,2024-09-01,Los Angeles,Shanghai,Air,Textiles,12565.95,204.3,1.4,4.8,Storm,0.729,2.34,1,Low
SC-11167,2025-08-08,Dubai,Shanghai,Rail,Textiles,7858.28,493.3,1.89,9.9,Hurricane,0.608,65.21,1,Low
SC-11168,2025-01-27,Dubai,Hamburg,Rail,Perishables,592.6,28.91,2.8,4.4,Clear,0.933,0.5,1,Medium
SC-11169,2024-08-27,Singapore,Dubai,Sea,Textiles,4662.05,71.95,1.48,6.5,Clear,0.793,8.62,0,Low
SC-11170,2025-02-24,Hamburg,Busan,Sea,Electronics,9445.44,27.36,3.98,0.5,Rain,0.972,15.72,0,Medium
SC-11171,2024-02-14,Rotterdam,Busan,Sea,Perishables,14727.2,313.29,3.57,6.5,Rain,0.787,32.2,0,Medium
SC-11172,2024-11-21,Dubai,Marseille,Sea,Electronics,9661.3,28.2,4.31,8.5,Storm,0.562,57.02,1,High
SC-11173,2025-04-29,Busan,Hamburg,Sea,Textiles,4267.15,418.38,3.49,9.4,Hurricane,0.585,68.95,1,Medium
SC-11174,2025-12-23,Rotterdam,Busan,Sea,Automotive,9693.08,256.46,4.3,10.0,Storm,0.995,60.7,1,High
SC-11175,2025-01-25,Busan,Hamburg,Sea,Automotive,8329.79,263.98,3.03,2.8,Clear,0.863,13.65,0,Medium
SC-11176,2025-01-30,Singapore,Dubai,Rail,Textiles,11807.76,281.24,3.18,5.8,Hurricane,0.525,84.87,1,Medium
SC-11177,2025-11-10,Los Angeles,Busan,Air,Electronics,2051.22,86.24,4.42,4.5,Rain,0.852,0.5,0,High
SC-11178,2025-10-29,Los Angeles,Singapore,Sea,Textiles,11534.9,99.65,3.32,5.6,Storm,0.706,61.21,1,Medium
SC-11179,2024-06-04,Dubai,Marseille,Sea,Perishables,8348.37,160.09,1.3,1.6,Clear,0.654,12.88,1,Low
SC-11180,2025-05-22,Rotterdam,Hamburg,Air,Perishables,14463.38,297.15,3.59,8.6,Clear,0.577,1.4,1,Medium
SC-11181,2024-02-07,Shanghai,Dubai,Road,Automotive,5457.15,105.85,4.19,9.1,Clear,0.92,4.83,1,High
SC-11182,2024-05-09,Shanghai,Busan,Sea,Perishables,9673.02,59.05,3.83,4.5,Clear,0.532,17.33,0,Medium
SC-11183,2025-05-29,Singapore,Shanghai,Road,Pharmaceuticals,14014.41,485.09,3.13,2.8,Storm,0.645,28.52,0,Medium
SC-11184,2025-08-27,Los Angeles,Hamburg,Rail,Electronics,1986.39,11.97,3.42,1.4,Storm,0.653,4.3,0,Medium
SC-11185,2024-12-05,Rotterdam,Singapore,Sea,Electronics,14089.81,401.55,4.47,6.8,Fog,0.58,39.19,0,High
SC-11186,2024-04-12,Hamburg,Rotterdam,Sea,Electronics,10474.34,394.23,1.5,3.1,Clear,0.754,16.04,1,Low
SC-11187,2025-03-26,Singapore,Antwerp,Air,Textiles,1483.64,149.31,3.4,9.1,Fog,0.506,0.5,1,Medium
SC-11188,2024-04-12,Dubai,Los Angeles,Rail,Textiles,4863.97,68.68,2.14,6.7,Storm,0.65,13.48,1,Medium
SC-11189,2025-06-22,Shanghai,Rotterdam,Rail,Textiles,10768.5,73.67,3.31,6.5,Hurricane,0.967,79.39,1,Medium
SC-11190,2025-04-12,Hamburg,Dubai,Road,Automotive,1476.58,349.02,3.21,5.6,Clear,0.655,2.05,1,Medium
SC-11191,2024-01-16,Busan,Marseille,Sea,Pharmaceuticals,8941.47,321.76,1.71,0.5,Hurricane,0.68,101.43,1,Low
SC-11192,2024-05-27,Busan,Singapore,Rail,Pharmaceuticals,5515.3,391.59,1.88,9.3,Clear,0.737,4.45,0,Low
SC-11193,2025-02-23,Singapore,Los Angeles,Rail,Perishables,9503.28,468.8,3.25,6.3,Rain,0.781,10.65,0,Medium
SC-11194,2025-11-01,Dubai,Antwerp,Rail,Electronics,1163.26,346.27,1.62,9.9,Hurricane,0.904,9.76,1,Low
SC-11195,2024-06-07,Los Angeles,Dubai,Air,Electronics,13137.28,78.77,2.08,5.4,Hurricane,0.595,6.58,1,Medium
SC-11196,2024-03-17,Los Angeles,Marseille,Sea,Pharmaceuticals,14615.59,122.48,3.96,7.1,Hurricane,0.936,220.25,1,Medium
SC-11197,2025-04-25,Los Angeles,Shanghai,Air,Perishables,14548.73,421.25,2.28,0.6,Clear,0.879,1.17,0,Medium
SC-11198,2024-09-28,Hamburg,Los Angeles,Road,Electronics,11369.95,105.44,2.81,6.3,Storm,0.861,26.24,1,Medium
SC-11199,2024-12-12,Busan,Antwerp,Rail,Electronics,2386.25,37.19,4.31,7.6,Storm,0.543,6.72,1,High
SC-11200,2025-09-30,Rotterdam,Shanghai,Road,Textiles,11494.82,351.94,1.95,7.8,Clear,0.511,10.24,0,Low
SC-11201,2025-12-10,Singapore,Hamburg,Sea,Electronics,856.51,201.86,2.49,7.7,Clear,0.797,1.29,0,Medium
SC-11202,2025-02-11,Antwerp,Busan,Air,Automotive,820.79,460.1,3.2,2.3,Storm,0.932,0.5,1,Medium
SC-11203,2025-10-27,Singapore,Rotterdam,Air,Electronics,5192.35,325.48,3.69,9.8,Clear,0.792,0.5,0,Medium
SC-11204,2024-03-23,Hamburg,Marseille,Rail,Textiles,7585.33,46.12,4.18,10.0,Storm,0.607,22.93,1,High
SC-11205,2024-12-02,Rotterdam,Dubai,Sea,Textiles,11670.91,473.98,4.22,0.8,Rain,0.545,20.27,0,High
SC-11206,2025-11-21,Singapore,Dubai,Rail,Automotive,10407.78,130.02,3.76,9.4,Clear,0.85,11.23,0,Medium
SC-11207,2025-06-30,Hamburg,Antwerp,Road,Automotive,6965.59,169.27,1.95,2.9,Storm,0.861,13.56,1,Low
SC-11208,2025-01-24,Los Angeles,Antwerp,Road,Automotive,4467.59,201.73,1.28,6.9,Fog,0.586,5.4,1,Low
SC-11209,2024-11-20,Hamburg,Marseille,Sea,Textiles,14958.31,26.56,2.47,3.4,Fog,0.514,36.24,0,Medium
SC-11210,2025-10-03,Singapore,Hamburg,Road,Pharmaceuticals,6679.63,248.76,1.67,9.7,Hurricane,0.704,47.68,1,Low
SC-11211,2025-05-14,Busan,Los Angeles,Road,Textiles,7045.11,62.54,3.54,1.0,Storm,0.791,12.61,1,Medium
SC-11212,2025-07-08,Singapore,Marseille,Sea,Automotive,2872.55,201.08,3.38,5.0,Clear,0.853,5.2,0,Medium
SC-11213,2024-02-06,Shanghai,Dubai,Sea,Pharmaceuticals,12024.74,176.0,1.35,4.3,Rain,0.905,24.0,1,Low
SC-11214,2025-09-24,Antwerp,Shanghai,Sea,Electronics,10558.39,386.65,3.96,3.3,Storm,0.805,51.28,0,Medium
SC-11215,2024-03-11,Hamburg,Antwerp,Sea,Pharmaceuticals,3701.16,401.78,2.02,6.5,Rain,0.555,8.19,1,Medium
SC-11216,2024-08-28,Dubai,Busan,Rail,Automotive,1694.53,77.55,2.63,1.3,Hurricane,0.841,9.91,1,Medium
SC-11217,2025-10-08,Shanghai,Dubai,Air,Electronics,10367.24,183.91,3.4,7.2,Clear,0.992,0.97,0,Medium
SC-11218,2025-12-01,Singapore,Hamburg,Road,Electronics,9990.41,187.3,2.62,9.8,Storm,0.953,26.61,1,Medium
SC-11219,2024-10-21,Hamburg,Shanghai,Rail,Automotive,4462.26,76.55,2.66,8.0,Hurricane,0.936,34.7,1,Medium
SC-11220,2024-08-20,Antwerp,Singapore,Rail,Pharmaceuticals,14287.52,399.43,1.42,8.6,Rain,0.651,16.85,1,Low
SC-11221,2024-04-02,Los Angeles,Busan,Sea,Automotive,2690.34,353.91,2.52,3.6,Fog,0.875,6.65,1,Medium
SC-11222,2025-03-20,Antwerp,Rotterdam,Rail,Pharmaceuticals,6768.85,96.0,3.72,3.2,Storm,0.926,16.5,1,Medium
SC-11223,2024-04-10,Shanghai,Busan,Rail,Automotive,14182.43,183.99,4.22,5.2,Fog,0.839,18.1,0,High
SC-11224,2025-10-10,Dubai,Rotterdam,Air,Perishables,6586.05,53.8,2.56,0.5,Storm,0.625,0.88,0,Medium
SC-11225,2025-12-21,Busan,Hamburg,Road,Perishables,9758.63,314.48,2.6,9.5,Storm,0.977,25.14,1,Medium
SC-11226,2024-04-12,Shanghai,Rotterdam,Road,Electronics,6265.12,61.56,3.52,1.4,Hurricane,0.725,31.96,1,Medium
SC-11227,2025-03-30,Rotterdam,Hamburg,Sea,Perishables,4476.12,492.98,4.31,9.0,Clear,0.565,8.73,0,High
SC-11228,2024-06-19,Los Angeles,Busan,Air,Automotive,14767.68,390.56,2.08,0.8,Rain,0.555,1.35,0,Medium
SC-11229,2025-12-11,Busan,Hamburg,Road,Perishables,6435.34,195.73,2.65,8.2,Clear,0.824,5.74,0,Medium
SC-11230,2024-11-02,Singapore,Shanghai,Air,Textiles,13464.44,289.7,3.83,1.5,Hurricane,0.719,5.58,1,Medium
SC-11231,2024-01-30,Singapore,Hamburg,Rail,Textiles,3834.34,455.76,3.21,0.4,Clear,0.547,2.71,0,Medium
SC-11232,2024-02-17,Los Angeles,Singapore,Air,Textiles,3590.02,277.5,1.56,7.2,Clear,0.87,0.57,1,Low
SC-11233,2024-11-28,Hamburg,Busan,Rail,Automotive,951.44,88.07,3.27,2.8,Fog,0.9,1.04,0,Medium
SC-11234,2024-02-27,Dubai,Singapore,Rail,Automotive,9949.17,189.97,1.82,7.1,Hurricane,0.863,74.66,1,Low
SC-11235,2024-10-27,Busan,Los Angeles,Sea,Textiles,5843.63,421.73,2.88,5.6,Storm,0.601,30.56,1,Medium
SC-11236,2025-01-02,Antwerp,Hamburg,Rail,Automotive,13033.19,322.46,2.95,1.1,Fog,0.845,14.74,0,Medium
SC-11237,2025-01-18,Rotterdam,Shanghai,Rail,Perishables,7361.54,325.71,4.09,9.3,Storm,0.505,22.94,1,High
SC-11238,2025-03-17,Singapore,Marseille,Air,Perishables,14538.8,433.54,2.73,4.5,Fog,0.653,1.29,1,Medium
SC-11239,2024-05-29,Dubai,Busan,Road,Perishables,3190.12,447.09,2.12,7.3,Clear,0.699,2.98,0,Medium
SC-11240,2024-09-07,Dubai,Hamburg,Sea,Pharmaceuticals,13095.04,459.98,1.96,5.0,Fog,0.918,32.63,0,Low
SC-11241,2025-06-27,Dubai,Singapore,Sea,Electronics,11760.65,48.33,4.09,6.0,Fog,0.695,32.57,0,High
SC-11242,2025-02-25,Hamburg,Antwerp,Road,Electronics,11678.37,272.52,1.76,3.0,Hurricane,0.506,63.95,1,Low
SC-11243,2025-08-02,Los Angeles,Dubai,Sea,Electronics,12749.36,370.51,2.61,2.0,Storm,0.676,58.52,1,Medium
SC-11244,2025-11-29,Hamburg,Singapore,Road,Textiles,11534.85,378.71,1.82,5.4,Clear,0.749,8.57,1,Low
SC-11245,2024-07-03,Singapore,Marseille,Air,Pharmaceuticals,9580.19,303.75,3.75,4.4,Clear,0.975,1.31,0,Medium
SC-11246,2024-06-23,Hamburg,Marseille,Air,Automotive,2403.05,84.23,2.77,3.9,Hurricane,0.971,0.67,1,Medium
SC-11247,2024-06-28,Antwerp,Rotterdam,Road,Electronics,971.63,398.91,2.36,6.7,Clear,0.59,1.51,1,Medium
SC-11248,2024-03-21,Singapore,Dubai,Road,Pharmaceuticals,13852.29,360.34,2.39,6.9,Rain,0.593,13.51,1,Medium
SC-11249,2025-09-16,Hamburg,Marseille,Rail,Textiles,9441.43,43.98,4.01,0.5,Fog,0.582,10.37,0,High
SC-11250,2025-01-26,Los Angeles,Rotterdam,Sea,Electronics,12049.79,232.44,3.03,3.4,Clear,0.894,19.41,0,Medium
SC-11251,2025-09-26,Rotterdam,Shanghai,Air,Textiles,7482.07,87.81,3.57,4.1,Fog,0.503,0.5,0,Medium
SC-11252,2025-11-30,Dubai,Hamburg,Air,Pharmaceuticals,2200.97,169.4,4.16,1.0,Hurricane,0.564,1.43,1,High
SC-11253,2024-09-03,Antwerp,Rotterdam,Sea,Pharmaceuticals,2315.19,10.02,4.18,2.4,Hurricane,0.769,28.91,1,High
SC-11254,2025-05-24,Rotterdam,Los Angeles,Sea,Pharmaceuticals,10440.7,200.76,2.28,0.5,Hurricane,0.624,119.68,1,Medium
SC-11255,2025-08-20,Shanghai,Antwerp,Rail,Textiles,6739.44,275.39,4.34,10.0,Rain,0.546,8.32,1,High
SC-11256,2024-05-26,Antwerp,Shanghai,Sea,Perishables,3407.61,310.17,1.28,7.4,Fog,0.68,9.5,1,Low
SC-11257,2024-08-25,Los Angeles,Hamburg,Sea,Textiles,7628.12,332.08,2.44,0.9,Clear,0.637,11.75,0,Medium
SC-11258,2025-04-17,Antwerp,Los Angeles,Road,Automotive,1431.03,418.31,4.16,0.2,Fog,0.756,2.25,0,High
SC-11259,2025-10-15,Los Angeles,Singapore,Rail,Electronics,8938.59,108.52,2.11,7.2,Clear,0.99,8.44,0,Medium
SC-11260,2024-09-17,Rotterdam,Busan,Sea,Pharmaceuticals,4400.4,61.12,2.1,4.4,Clear,0.562,7.08,1,Medium
SC-11261,2025-04-15,Antwerp,Dubai,Sea,Perishables,12064.61,425.92,2.2,7.9,Storm,0.686,70.45,1,Medium
SC-11262,2024-09-18,Hamburg,Los Angeles,Rail,Pharmaceuticals,5000.25,79.15,3.22,9.2,Hurricane,0.966,40.48,1,Medium
SC-11263,2025-11-13,Dubai,Antwerp,Rail,Electronics,7100.69,487.41,2.65,6.0,Fog,0.938,9.91,1,Medium
SC-11264,2024-01-10,Busan,Antwerp,Air,Textiles,668.5,421.43,3.6,1.9,Fog,0.697,0.5,1,Medium
SC-11265,2025-04-21,Rotterdam,Antwerp,Road,Automotive,1550.48,250.94,4.15,7.8,Hurricane,0.849,11.05,1,High
SC-11266,2024-10-21,Los Angeles,Shanghai,Road,Textiles,6191.16,490.73,3.42,9.6,Fog,0.544,7.82,1,Medium
SC-11267,2025-11-24,Rotterdam,Hamburg,Air,Electronics,7459.11,49.59,1.87,5.8,Clear,0.856,0.74,0,Low
SC-11268,2025-07-13,Los Angeles,Hamburg,Air,Perishables,9200.3,152.23,4.28,6.8,Clear,0.986,0.5,1,High
SC-11269,2024-06-10,Rotterdam,Hamburg,Road,Automotive,4729.11,319.47,2.07,3.4,Hurricane,0.769,26.18,1,Medium
SC-11270,2024-03-16,Hamburg,Rotterdam,Air,Automotive,10577.24,175.65,1.69,3.8,Hurricane,0.749,5.04,1,Low
SC-11271,2025-03-28,Rotterdam,Antwerp,Sea,Pharmaceuticals,12971.77,464.26,1.5,7.3,Fog,0.594,37.32,0,Low
SC-11272,2024-12-19,Antwerp,Dubai,Road,Perishables,11807.84,33.75,3.06,9.3,Fog,0.817,15.89,0,Medium
SC-11273,2025-08-24,Rotterdam,Marseille,Rail,Pharmaceuticals,1074.47,275.16,1.58,6.3,Fog,0.795,1.75,0,Low
SC-11274,2024-11-02,Rotterdam,Los Angeles,Air,Automotive,7467.35,295.84,1.66,7.9,Storm,0.826,1.57,1,Low
SC-11275,2025-10-16,Dubai,Hamburg,Air,Pharmaceuticals,2021.49,326.71,2.19,1.7,Hurricane,0.513,0.98,1,Medium
SC-11276,2025-03-10,Shanghai,Rotterdam,Sea,Perishables,4009.65,128.58,2.13,2.1,Hurricane,0.774,49.72,1,Medium
SC-11277,2025-12-07,Shanghai,Antwerp,Air,Automotive,14806.61,182.92,3.19,5.3,Rain,0.797,1.64,0,Medium
SC-11278,2024-09-13,Rotterdam,Los Angeles,Road,Pharmaceuticals,2566.19,422.0,3.9,1.8,Rain,0.604,0.65,0,Medium
SC-11279,2025-04-12,Dubai,Hamburg,Rail,Pharmaceuticals,7733.88,98.28,3.71,6.3,Rain,0.604,8.36,1,Medium
