Shipment_ID,Date,Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred
SC-10750,4/29/2025,Antwerp,Dubai,Sea,Perishables,2195.02,122.56,2.61,4.6,Fog,0.948,5.94,0
SC-10751,11/16/2025,Antwerp,Dubai,Air,Electronics,14127.57,399.48,3.2,8.3,Rain,0.78,0.56,0
SC-10752,4/27/2024,Shanghai,Rotterdam,Sea,Perishables,9601.77,54.41,3.04,3.1,Clear,0.646,14.79,0
SC-10753,7/31/2025,Shanghai,Antwerp,Sea,Automotive,5356.13,390.57,3.35,3.8,Fog,0.871,13.38,1
SC-10754,8/11/2024,Rotterdam,Los Angeles,Air,Pharmaceuticals,2519.45,455.19,1.71,9.1,Storm,0.753,0.5,1
SC-10755,4/21/2025,Dubai,Antwerp,Road,Electronics,12013.37,192.03,3.33,8.4,Rain,0.581,11.17,1
SC-10756,12/17/2025,Los Angeles,Marseille,Road,Perishables,9491.05,315.69,1.8,6.7,Hurricane,0.788,60.49,1
SC-10757,9/19/2024,Dubai,Antwerp,Rail,Textiles,8235.19,215.64,3.68,2.7,Rain,0.956,7.94,0
SC-10758,1/12/2025,Dubai,Singapore,Sea,Textiles,13461.44,219.44,2.32,1.2,Rain,0.921,23.97,1
SC-10759,6/20/2024,Hamburg,Antwerp,Sea,Electronics,11934.66,155.88,3.54,0.2,Clear,0.793,16.84,1
SC-10760,9/12/2025,Hamburg,Rotterdam,Rail,Electronics,2699.29,381.3,1.36,1.1,Storm,0.689,5.89,1
SC-10761,9/13/2025,Antwerp,Marseille,Air,Perishables,5019.97,468.15,2.55,2.9,Clear,0.543,0.5,1
SC-10762,4/27/2024,Hamburg,Rotterdam,Rail,Automotive,4103.09,470.43,3.53,5.5,Fog,0.735,5.71,1
SC-10763,6/16/2024,Busan,Antwerp,Road,Electronics,11287.22,88.22,1.95,0.6,Fog,0.876,11.17,0
SC-10764,11/14/2024,Dubai,Marseille,Rail,Pharmaceuticals,986.22,437.5,3.82,1.4,Hurricane,0.68,5.6,1
SC-10765,4/20/2024,Busan,Rotterdam,Sea,Automotive,8763.4,368.98,3.28,1.8,Rain,0.618,15.42,0
SC-10766,8/15/2025,Antwerp,Marseille,Sea,Pharmaceuticals,11555.65,127.17,3.14,6.3,Clear,0.966,20.55,0
SC-10767,1/27/2024,Rotterdam,Los Angeles,Sea,Textiles,13213.1,34.58,2.37,6.2,Storm,0.911,71.57,1
SC-10768,11/15/2024,Rotterdam,Shanghai,Rail,Textiles,5460.19,134.73,2.79,5.5,Rain,0.819,5.9,0
SC-10769,8/12/2025,Singapore,Rotterdam,Air,Textiles,12408.23,456.19,3.17,2.5,Hurricane,0.568,4.75,1
SC-10770,11/24/2025,Rotterdam,Shanghai,Rail,Electronics,2104.16,316.96,2.76,3.7,Rain,0.572,2.3,0
SC-10771,1/19/2025,Los Angeles,Antwerp,Road,Textiles,12773.56,360.81,3.5,1,Fog,0.552,12.28,1
SC-10772,2/10/2025,Hamburg,Marseille,Air,Perishables,2348.59,129.32,2.63,2.3,Fog,0.808,0.5,0
SC-10773,7/22/2024,Shanghai,Rotterdam,Rail,Pharmaceuticals,6260.67,359.97,1.87,9,Hurricane,0.558,49.9,1
SC-10774,3/18/2024,Los Angeles,Dubai,Rail,Textiles,12060.78,15.03,1.91,9.8,Rain,0.921,15.01,1
SC-10775,8/29/2025,Rotterdam,Los Angeles,Road,Perishables,2673.8,188.29,1.22,6.5,Fog,0.996,3.09,0
SC-10776,12/8/2025,Antwerp,Shanghai,Sea,Perishables,3824.15,313.75,2.19,9.2,Clear,0.683,8.01,1
SC-10777,10/4/2025,Shanghai,Marseille,Rail,Automotive,10972.66,73.9,3.67,6.4,Fog,0.727,15.03,1
SC-10778,9/5/2024,Shanghai,Singapore,Sea,Textiles,10940.53,411.68,3.82,0.3,Rain,0.856,19.17,0
SC-10779,4/14/2024,Shanghai,Antwerp,Road,Pharmaceuticals,9796.64,118.28,1.87,10,Rain,0.969,10.32,1
SC-10780,12/14/2025,Busan,Singapore,Rail,Pharmaceuticals,10562.25,326.49,4.36,1,Storm,0.947,22.6,1
SC-10781,11/4/2024,Singapore,Rotterdam,Rail,Pharmaceuticals,8369.5,203.19,2.86,6.8,Clear,0.529,7.26,0
SC-10782,12/1/2025,Singapore,Marseille,Road,Perishables,4151.09,298.43,4.23,2.5,Rain,0.585,3.71,0
SC-10783,9/6/2025,Antwerp,Shanghai,Sea,Automotive,5512.59,54.62,3.53,3.9,Clear,0.877,9.17,0
SC-10784,5/3/2024,Shanghai,Antwerp,Sea,Perishables,3133.17,9.44,3.58,6.5,Rain,0.844,7.23,0
SC-10785,8/2/2025,Shanghai,Singapore,Rail,Perishables,13672.53,454.87,1.48,4.4,Hurricane,0.567,92.84,1
SC-10786,2/12/2024,Hamburg,Rotterdam,Rail,Electronics,8959.18,135.55,1.93,2.5,Rain,0.751,7.39,0
SC-10787,12/21/2024,Rotterdam,Busan,Air,Automotive,6312.35,410.02,1.23,3.3,Hurricane,0.89,2.5,1
SC-10788,6/29/2025,Shanghai,Dubai,Sea,Electronics,7199.08,499.68,3.56,3.4,Clear,0.609,11.2,1
SC-10789,3/14/2025,Antwerp,Rotterdam,Air,Pharmaceuticals,14235.61,106.5,2.34,9.6,Storm,0.936,2.88,0
SC-10790,11/8/2025,Hamburg,Los Angeles,Sea,Electronics,2723.6,133.32,3.8,8,Hurricane,0.526,42.14,1
SC-10791,1/14/2025,Los Angeles,Marseille,Rail,Textiles,9000.33,331.77,2.32,4.6,Storm,0.891,23.55,1
SC-10792,3/11/2024,Los Angeles,Hamburg,Sea,Electronics,7835.39,482.76,3.9,2,Clear,0.808,12.57,0
SC-10793,6/2/2025,Hamburg,Los Angeles,Sea,Textiles,9366.09,457.99,1.63,8.1,Rain,0.658,21.79,0
SC-10794,10/25/2025,Busan,Los Angeles,Rail,Electronics,762.6,251.93,1.77,1.6,Rain,0.86,0.56,0
SC-10795,12/15/2024,Rotterdam,Antwerp,Rail,Automotive,13145.8,397.76,2.32,2.1,Clear,0.891,9.74,0
SC-10796,1/13/2024,Rotterdam,Hamburg,Rail,Pharmaceuticals,14015.72,68.74,2.55,3.7,Fog,0.967,17.32,1
SC-10797,3/6/2025,Rotterdam,Singapore,Sea,Textiles,8694.43,488.74,2.35,8.8,Clear,0.684,17.49,0
SC-10798,5/16/2025,Singapore,Hamburg,Air,Perishables,10601.44,482.21,3.72,1.3,Hurricane,0.843,5.11,1
SC-10799,4/18/2024,Singapore,Shanghai,Air,Electronics,13876.24,82.7,1.52,1.2,Clear,0.801,1.17,0
SC-10800,3/19/2025,Dubai,Rotterdam,Sea,Pharmaceuticals,10754.96,150.41,2.36,4.9,Clear,0.763,17.48,0
SC-10801,1/5/2025,Dubai,Singapore,Air,Textiles,2711.82,50.98,3.96,2.8,Hurricane,0.945,1.21,1
SC-10802,10/12/2025,Busan,Shanghai,Sea,Pharmaceuticals,8856.18,136.59,1.42,5.7,Rain,0.502,19.65,1
SC-10803,4/15/2025,Busan,Shanghai,Rail,Perishables,9297.37,408.16,4.31,4.5,Rain,0.641,9.28,1
SC-10804,12/25/2025,Hamburg,Busan,Rail,Pharmaceuticals,6649.89,189.78,4.45,4.3,Rain,0.769,7.32,0
SC-10805,6/5/2024,Busan,Shanghai,Sea,Automotive,11178.44,45.11,1.49,1.1,Storm,0.589,49.03,1
SC-10806,3/21/2025,Rotterdam,Shanghai,Rail,Automotive,14048.32,171.77,2.16,1.4,Hurricane,0.954,83.64,1
SC-10807,6/29/2024,Rotterdam,Marseille,Rail,Pharmaceuticals,13920.74,490.71,2.43,8.2,Rain,0.824,15.79,1
SC-10808,6/18/2025,Busan,Hamburg,Sea,Electronics,7037.17,315.21,3.76,8.9,Fog,0.739,20.61,0
SC-10809,10/28/2025,Antwerp,Hamburg,Road,Automotive,2141.95,208.66,3.17,2.3,Hurricane,0.907,11.76,1
SC-10810,10/3/2024,Hamburg,Rotterdam,Sea,Electronics,14780.2,84.1,3.33,1.1,Fog,0.725,32.98,1
SC-10811,9/22/2025,Dubai,Shanghai,Rail,Pharmaceuticals,12664.02,493.1,3.7,0.5,Clear,0.779,9.04,1
SC-10812,7/5/2025,Busan,Shanghai,Road,Pharmaceuticals,2307.61,410.6,1.59,6.1,Hurricane,0.501,13.72,1
SC-10813,5/10/2025,Los Angeles,Busan,Sea,Electronics,13852.21,141.46,3.95,7.2,Clear,0.683,26.14,0
SC-10814,4/21/2025,Shanghai,Dubai,Rail,Textiles,13113.5,35.96,3.53,3.7,Clear,0.569,11.43,0
SC-10815,3/22/2025,Busan,Los Angeles,Rail,Electronics,8023.15,29.26,3.11,6.8,Clear,0.845,8.34,0
SC-10816,8/29/2025,Hamburg,Antwerp,Sea,Automotive,9073.49,61.07,4.14,7.1,Clear,0.74,16.94,1
SC-10817,10/1/2024,Dubai,Shanghai,Air,Perishables,6285.54,290.8,3.51,9.4,Rain,0.651,0.5,1
SC-10818,11/26/2024,Antwerp,Busan,Sea,Perishables,1294.04,464.45,1.87,0.6,Hurricane,0.734,15.26,1
SC-10819,9/8/2024,Hamburg,Singapore,Sea,Pharmaceuticals,5360.36,248.87,2.62,1.9,Storm,0.605,24.34,1
SC-10820,3/29/2024,Rotterdam,Antwerp,Sea,Electronics,12141.38,421.63,2.83,0.7,Fog,0.963,26.63,0
SC-10821,10/12/2024,Hamburg,Shanghai,Sea,Automotive,567.16,223.5,1.38,8.7,Clear,0.527,1.27,1
SC-10822,4/6/2025,Singapore,Busan,Road,Automotive,5335.74,354.58,4.35,7.9,Fog,0.933,6.21,1
SC-10823,9/6/2024,Singapore,Shanghai,Sea,Electronics,6273.45,366.2,1.62,5.7,Rain,0.756,13.49,1
SC-10824,4/20/2025,Rotterdam,Los Angeles,Road,Electronics,8292.24,87.81,3.5,0.8,Rain,0.809,6.82,0
SC-10825,8/6/2025,Dubai,Antwerp,Rail,Electronics,13837.91,181.25,2.87,2.7,Storm,0.651,32.69,1
SC-10826,9/16/2025,Hamburg,Antwerp,Road,Perishables,5522.02,319.01,1.28,3,Fog,0.983,5.15,0
SC-10827,11/15/2025,Busan,Dubai,Sea,Textiles,5530.82,36.28,4.25,5.6,Storm,0.641,28.71,0
SC-10828,1/23/2025,Singapore,Busan,Rail,Automotive,11193.77,181.41,4.01,2.6,Fog,0.794,12.78,0
SC-10829,12/10/2024,Busan,Rotterdam,Air,Electronics,7057.16,267.86,2.93,0.7,Clear,0.997,0.5,0
SC-10830,1/30/2024,Busan,Rotterdam,Air,Textiles,3756.77,498.12,1.96,7.3,Hurricane,0.941,2.55,1
SC-10831,5/21/2025,Hamburg,Marseille,Sea,Pharmaceuticals,7060.37,237.79,1.6,3,Storm,0.768,33.26,1
SC-10832,11/28/2024,Singapore,Marseille,Rail,Pharmaceuticals,2542.43,408.21,2.4,4.5,Storm,0.995,7.27,1
SC-10833,7/5/2024,Antwerp,Rotterdam,Air,Automotive,3057.61,216.6,2.04,1.3,Hurricane,0.851,0.69,1
SC-10834,5/14/2025,Hamburg,Singapore,Air,Automotive,7726.33,398.4,2.87,8,Storm,0.604,2.86,1
SC-10835,8/5/2024,Los Angeles,Shanghai,Sea,Pharmaceuticals,6574.42,298.11,4.39,5.7,Clear,0.703,12.58,0
SC-10836,12/29/2024,Singapore,Dubai,Sea,Textiles,13765.27,443.41,3.1,9,Fog,0.667,41.68,0
SC-10837,9/21/2024,Dubai,Marseille,Road,Electronics,5754.71,206.06,4.14,5,Hurricane,0.672,33.37,1
SC-10838,12/14/2024,Los Angeles,Busan,Air,Electronics,8918.53,302.55,3.35,9.4,Hurricane,0.88,5.44,1
SC-10839,10/13/2024,Antwerp,Singapore,Air,Textiles,9667.83,315.38,2.77,8.9,Rain,0.792,0.68,0
SC-10840,9/2/2025,Antwerp,Rotterdam,Air,Perishables,689.87,209.27,4.02,5.8,Rain,0.519,0.5,0
SC-10841,12/19/2025,Antwerp,Hamburg,Air,Textiles,10121.29,73.01,2.76,9.3,Clear,0.939,0.92,1
SC-10842,10/9/2024,Los Angeles,Shanghai,Road,Automotive,3081.52,47.69,4.07,3.2,Storm,0.648,5.98,1
SC-10843,7/23/2025,Rotterdam,Los Angeles,Sea,Electronics,14435.52,9.32,2.16,3.7,Storm,0.999,70.79,0
SC-10844,1/11/2024,Antwerp,Singapore,Rail,Pharmaceuticals,2655.61,436.89,1.63,0.5,Rain,0.977,2.16,1
SC-10845,6/13/2025,Antwerp,Singapore,Air,Pharmaceuticals,6512.05,119,4.02,5.9,Rain,0.97,0.5,1
SC-10846,7/14/2024,Los Angeles,Rotterdam,Road,Automotive,1737.57,106.54,3.14,7.2,Rain,0.906,2.73,0
SC-10847,3/28/2024,Hamburg,Los Angeles,Air,Textiles,14954.68,368.28,4.13,7.7,Clear,0.61,0.81,1
SC-10848,9/4/2024,Shanghai,Dubai,Sea,Perishables,7781.83,160.69,4.29,1.5,Fog,0.766,17.65,0
SC-10849,2/20/2025,Antwerp,Shanghai,Road,Electronics,9133.08,253.52,1.38,4.4,Fog,0.612,10.04,0
SC-10850,5/15/2025,Los Angeles,Marseille,Air,Textiles,1472.61,82.09,2.85,1.8,Fog,0.63,0.5,1
SC-10851,7/22/2025,Hamburg,Singapore,Road,Textiles,11374.43,479.91,2.44,6.6,Hurricane,0.805,72.31,1
SC-10852,9/3/2024,Hamburg,Dubai,Air,Perishables,3543.63,425.94,3.27,1.6,Clear,0.52,0.64,0
SC-10853,12/8/2025,Hamburg,Rotterdam,Rail,Pharmaceuticals,13521.79,432.03,3.82,9,Storm,0.985,41.04,1
SC-10854,5/2/2025,Antwerp,Los Angeles,Rail,Perishables,3474.52,203.98,2.13,2.3,Storm,0.959,8.19,1
SC-10855,10/23/2025,Los Angeles,Shanghai,Air,Automotive,3264.97,381.42,3.04,2.9,Fog,0.69,0.5,1
SC-10856,12/29/2025,Shanghai,Rotterdam,Road,Textiles,1029.97,72.79,3.54,8.5,Storm,0.758,2.55,1
SC-10857,5/17/2025,Rotterdam,Hamburg,Road,Perishables,7344.97,5.3,1.64,4.6,Fog,0.733,7.61,0
SC-10858,4/3/2025,Rotterdam,Hamburg,Rail,Pharmaceuticals,8690.2,10.97,3.89,0.2,Storm,0.941,18.29,1
SC-10859,1/18/2024,Hamburg,Busan,Rail,Pharmaceuticals,1452.78,293.71,3.2,4.9,Rain,0.844,1.63,0
SC-10860,4/5/2024,Shanghai,Los Angeles,Air,Pharmaceuticals,11745.15,228.24,4.33,0.8,Fog,0.639,1.16,0
SC-10861,10/28/2024,Busan,Shanghai,Sea,Automotive,7072.69,259.49,2.32,9.9,Clear,0.723,14.75,1
SC-10862,8/14/2024,Busan,Dubai,Road,Electronics,8103.66,4.72,1.56,5.9,Clear,0.714,6.13,0
SC-10863,2/18/2025,Hamburg,Marseille,Rail,Perishables,6891.06,211.92,2.87,2.6,Hurricane,0.98,43.17,1
SC-10864,12/9/2025,Busan,Marseille,Road,Automotive,6311.06,359.32,1.48,5.6,Storm,0.588,14.17,1
SC-10865,9/6/2024,Los Angeles,Busan,Sea,Pharmaceuticals,8614.78,221.9,4.4,0.8,Storm,0.545,37.43,0
SC-10866,11/9/2024,Dubai,Antwerp,Sea,Pharmaceuticals,2750.98,366.38,1.33,8,Rain,0.94,6.31,1
SC-10867,11/10/2025,Singapore,Antwerp,Road,Automotive,3137.96,117.28,3.69,9.3,Hurricane,0.948,21.95,1
SC-10868,8/18/2025,Rotterdam,Los Angeles,Air,Electronics,12995.89,406.76,2.93,8.7,Clear,0.936,1.47,1
SC-10869,1/12/2025,Singapore,Hamburg,Rail,Automotive,14218.67,294.63,2.42,3.4,Clear,0.755,11.21,0
SC-10870,4/29/2025,Singapore,Rotterdam,Air,Pharmaceuticals,5912.99,106.17,1.42,3.3,Fog,0.83,0.84,1
SC-10871,7/20/2025,Rotterdam,Los Angeles,Air,Pharmaceuticals,4425.8,119.12,3.25,0.4,Fog,0.782,0.5,1
SC-10872,6/27/2025,Shanghai,Hamburg,Sea,Perishables,9837.99,314.39,3.13,6.5,Fog,0.535,28.18,0
SC-10873,12/18/2024,Hamburg,Antwerp,Air,Electronics,6426.65,415.14,2.13,5.3,Fog,0.798,0.53,1
SC-10874,3/11/2025,Hamburg,Shanghai,Air,Electronics,868.1,208.4,4.2,4.6,Fog,0.507,0.5,1
SC-10875,7/17/2025,Rotterdam,Hamburg,Sea,Textiles,2764.21,129.89,2.2,9.1,Storm,0.662,16.75,1
SC-10876,12/4/2024,Busan,Rotterdam,Air,Textiles,10881.6,433.64,2.68,1.7,Clear,0.966,0.5,1
SC-10877,12/26/2024,Singapore,Los Angeles,Air,Electronics,10054.4,334.96,2.99,0.1,Storm,0.652,1.32,0
SC-10878,12/20/2025,Los Angeles,Busan,Sea,Electronics,892.89,224.59,1.53,0.7,Rain,0.97,1.98,0
SC-10879,4/9/2025,Shanghai,Antwerp,Sea,Pharmaceuticals,3718.6,244.46,4.28,2.2,Fog,0.625,8.4,1
SC-10880,10/4/2024,Rotterdam,Busan,Road,Automotive,3850.58,102.92,2.44,0.3,Fog,0.657,2.39,0
SC-10881,11/9/2024,Singapore,Antwerp,Air,Perishables,10242.44,313.77,1.47,5,Clear,0.814,0.65,1
SC-10882,9/14/2024,Busan,Hamburg,Air,Textiles,785.8,180.01,2.48,3.1,Rain,0.881,0.5,1
SC-10883,8/24/2024,Los Angeles,Dubai,Rail,Perishables,2009.57,497.83,3.18,1.8,Clear,0.751,1.59,1
SC-10884,5/3/2024,Dubai,Shanghai,Sea,Electronics,12098.78,240.61,2.9,7.5,Hurricane,0.941,185.62,1
SC-10885,7/16/2024,Antwerp,Marseille,Sea,Perishables,3088.9,243.46,3.49,2,Rain,0.52,6.06,1
SC-10886,11/19/2024,Hamburg,Antwerp,Air,Pharmaceuticals,9964.82,283.36,1.38,6.9,Hurricane,0.961,6.35,1
SC-10887,5/2/2024,Busan,Los Angeles,Sea,Electronics,3953.65,458.46,2.14,3.5,Clear,0.598,6.17,0
SC-10888,7/2/2025,Dubai,Marseille,Sea,Perishables,1941.9,400.61,3.9,5.1,Storm,0.942,10.09,1
SC-10889,12/7/2025,Busan,Dubai,Road,Electronics,4026,226.11,1.46,9.3,Fog,0.7,4.75,1
SC-10890,7/8/2024,Singapore,Shanghai,Sea,Pharmaceuticals,10972.87,359.63,4.02,0.4,Hurricane,0.916,123.86,1
SC-10891,7/15/2024,Dubai,Busan,Rail,Textiles,12907.6,293.53,1.5,5,Clear,0.836,10.74,0
SC-10892,8/9/2024,Shanghai,Rotterdam,Air,Perishables,12538.19,246.69,3.95,8.5,Fog,0.588,0.74,1
SC-10893,5/10/2025,Rotterdam,Singapore,Road,Perishables,6259.16,96.97,2.39,5.9,Clear,0.959,5.5,0
SC-10894,10/10/2024,Singapore,Hamburg,Air,Pharmaceuticals,10187.23,232.5,3.22,2.8,Hurricane,0.623,3.79,1
SC-10895,8/26/2025,Hamburg,Antwerp,Air,Electronics,3472.27,123.66,1.7,4,Clear,0.622,0.9,0
SC-10896,6/21/2025,Antwerp,Hamburg,Sea,Pharmaceuticals,4750.64,457.51,1.42,6.8,Rain,0.907,11.23,0
SC-10897,9/3/2025,Shanghai,Dubai,Rail,Electronics,13496.87,168.37,1.91,8.9,Rain,0.553,16.51,1
SC-10898,10/16/2024,Busan,Antwerp,Rail,Electronics,688.53,476.18,1.62,0.4,Rain,0.611,0.5,0
SC-10899,4/12/2024,Rotterdam,Singapore,Road,Textiles,1739.87,266.99,2.23,0.7,Clear,0.752,0.5,0
SC-10900,7/17/2024,Los Angeles,Shanghai,Road,Automotive,3514.35,316.14,2.9,3.3,Clear,0.915,2.16,0
SC-10901,10/30/2024,Hamburg,Rotterdam,Rail,Pharmaceuticals,884.72,271.93,3.14,2.3,Fog,0.574,1.34,0
SC-10902,8/20/2024,Antwerp,Dubai,Road,Perishables,3130.81,65.56,3.81,2.6,Fog,0.774,3.17,0
SC-10903,1/4/2025,Singapore,Antwerp,Air,Perishables,8954.1,188.53,3.37,2.2,Hurricane,0.856,3.62,1
SC-10904,7/2/2024,Shanghai,Rotterdam,Air,Pharmaceuticals,6610.66,50.47,3.21,2,Fog,0.93,1.14,0
SC-10905,11/5/2024,Los Angeles,Dubai,Air,Electronics,13443.74,311.85,2.56,1.3,Clear,0.968,1.59,0
SC-10906,1/15/2024,Antwerp,Los Angeles,Road,Textiles,12352.93,223.99,2.76,9.3,Fog,0.892,16.07,1
SC-10907,12/26/2025,Busan,Shanghai,Rail,Automotive,5456.35,389.21,2.57,1.4,Fog,0.826,6.15,0
SC-10908,6/30/2025,Los Angeles,Marseille,Air,Pharmaceuticals,4261.64,111.01,3.98,2,Fog,0.717,0.5,0
SC-10909,5/9/2024,Singapore,Dubai,Air,Perishables,6005.54,83.12,1.96,2.5,Rain,0.556,0.5,1
SC-10910,10/7/2024,Los Angeles,Dubai,Road,Textiles,9059.28,203.76,1.22,9.3,Storm,0.855,23.98,1
SC-10911,2/16/2024,Busan,Rotterdam,Road,Textiles,4386.92,463.37,3.35,7.6,Rain,0.996,4.49,1
SC-10912,2/25/2024,Shanghai,Dubai,Rail,Electronics,9550.16,355.5,1.87,7.9,Rain,0.868,10.85,1
SC-10913,7/20/2025,Los Angeles,Shanghai,Road,Electronics,6436.47,210.04,4.14,1,Rain,0.508,4.7,0
SC-10914,10/26/2024,Busan,Singapore,Sea,Automotive,8504.68,259.12,4.03,8.4,Rain,0.748,19.88,1
SC-10915,12/15/2025,Antwerp,Dubai,Rail,Perishables,6823.83,43.02,1.45,4.1,Fog,0.807,8.42,0
SC-10916,5/9/2024,Hamburg,Singapore,Sea,Perishables,4769.75,492.3,1.55,2.6,Clear,0.845,7.71,0
SC-10917,10/15/2025,Dubai,Marseille,Road,Textiles,14252.57,333.54,2.83,5.8,Hurricane,0.86,86.42,1
SC-10918,5/17/2025,Rotterdam,Los Angeles,Road,Automotive,11572.28,143.42,3.21,8.2,Storm,0.779,29.12,1
SC-10919,4/15/2024,Singapore,Busan,Air,Electronics,2531.64,293.32,2.11,7.8,Hurricane,0.612,1.64,1
SC-10920,1/13/2024,Shanghai,Dubai,Sea,Electronics,13092.79,55.63,3.57,8.9,Rain,0.971,31.25,0
SC-10921,8/10/2025,Hamburg,Los Angeles,Sea,Electronics,7567.75,482.95,3.16,9.3,Clear,0.848,15.15,0
SC-10922,10/18/2024,Busan,Shanghai,Road,Perishables,13471.01,88.22,2.27,2.4,Rain,0.618,10.54,0
SC-10923,4/25/2025,Hamburg,Antwerp,Rail,Pharmaceuticals,12097.9,324.37,1.28,4.2,Fog,0.661,15.03,1
SC-10924,5/5/2025,Los Angeles,Hamburg,Air,Pharmaceuticals,6665.6,123.48,3.68,0.1,Hurricane,0.961,2.8,1
SC-10925,3/27/2025,Dubai,Los Angeles,Road,Automotive,825.8,359.06,1.91,8.8,Storm,0.944,2.19,1
SC-10926,12/14/2024,Singapore,Los Angeles,Sea,Textiles,4395.82,388.63,3.95,1.5,Hurricane,0.703,51.57,1
SC-10927,7/7/2024,Los Angeles,Shanghai,Rail,Electronics,8353.7,337.04,2.59,8.6,Storm,0.519,25.23,1
SC-10928,2/22/2024,Shanghai,Hamburg,Air,Electronics,9685.43,307.64,3.1,3.3,Fog,0.524,0.74,0
SC-10929,9/15/2024,Los Angeles,Shanghai,Rail,Perishables,4239.37,446.34,4.08,3.7,Rain,0.642,5.15,1
SC-10930,5/4/2025,Antwerp,Marseille,Rail,Pharmaceuticals,2520.66,40.23,4.05,0.4,Fog,0.815,2.08,1
SC-10931,4/26/2024,Dubai,Antwerp,Air,Textiles,12606.49,166.13,2.43,3.3,Clear,0.792,0.5,0
SC-10932,3/7/2024,Singapore,Dubai,Road,Perishables,14773.83,124.9,1.89,8.9,Clear,0.817,12.6,1
SC-10933,2/14/2025,Rotterdam,Dubai,Sea,Electronics,8122.51,494.02,3.76,0.3,Storm,0.859,34.48,0
SC-10934,5/18/2025,Hamburg,Los Angeles,Road,Pharmaceuticals,2989.35,195.31,2.63,4.1,Rain,0.51,1.59,0
SC-10935,3/16/2024,Shanghai,Los Angeles,Sea,Electronics,4448.46,366.57,1.83,0.3,Hurricane,0.553,49.79,1
SC-10936,8/13/2025,Antwerp,Singapore,Road,Perishables,766.66,342.68,4.18,3.7,Storm,0.68,1.92,1
SC-10937,10/6/2025,Los Angeles,Busan,Rail,Pharmaceuticals,13757.33,106.83,1.85,1.7,Rain,0.577,11.98,0
SC-10938,12/3/2025,Singapore,Busan,Rail,Pharmaceuticals,2207.39,120.26,1.29,2.5,Clear,0.538,2.41,0
SC-10939,2/24/2024,Singapore,Marseille,Air,Electronics,8859.49,141.36,1.27,8.8,Clear,0.82,0.5,0
SC-10940,6/4/2024,Busan,Hamburg,Road,Electronics,4473.8,206.15,3.25,4.4,Clear,0.908,2.79,0
SC-10941,6/1/2024,Rotterdam,Antwerp,Air,Pharmaceuticals,8535.58,117.93,3.38,2.7,Rain,0.876,0.91,1
SC-10942,7/30/2025,Dubai,Shanghai,Rail,Textiles,9945.6,10.81,2.23,5.9,Fog,0.909,14.22,0
SC-10943,11/7/2024,Shanghai,Marseille,Road,Perishables,12531.26,439.82,2.26,1.4,Storm,0.833,24.18,1
SC-10944,3/28/2024,Los Angeles,Busan,Road,Textiles,3493.11,482.84,2.32,2.6,Rain,0.868,3.45,0
SC-10945,9/11/2024,Rotterdam,Marseille,Rail,Electronics,659.44,171.44,3.44,5.5,Hurricane,0.636,5.5,1
SC-10946,5/1/2024,Busan,Dubai,Air,Textiles,2484.84,169.91,1.39,2.4,Hurricane,0.997,0.7,1
SC-10947,7/25/2025,Shanghai,Antwerp,Road,Perishables,13550.27,4.54,4.27,6.8,Hurricane,0.592,86.9,1
SC-10948,3/2/2025,Dubai,Los Angeles,Air,Electronics,13171.41,340.45,1.93,4.9,Rain,0.607,0.5,1
SC-10949,9/12/2025,Singapore,Marseille,Road,Perishables,9162.49,412.89,4.5,7.7,Rain,0.644,9.28,0
SC-10950,9/2/2025,Singapore,Hamburg,Air,Perishables,9207.49,74.16,1.77,9.5,Clear,0.988,0.67,1
SC-10951,9/25/2025,Dubai,Singapore,Sea,Pharmaceuticals,10143.03,80.67,3.75,1.2,Rain,0.994,18.51,0
SC-10952,8/19/2024,Rotterdam,Singapore,Air,Pharmaceuticals,3042.88,395.25,1.94,3.3,Rain,0.897,0.81,0
SC-10953,6/19/2025,Shanghai,Busan,Road,Electronics,13758.97,308.53,1.47,3.2,Storm,0.815,28.78,0
SC-10954,1/24/2025,Rotterdam,Hamburg,Road,Electronics,6572.17,23.39,4.09,1.5,Fog,0.76,6.46,0
SC-10955,4/6/2025,Busan,Rotterdam,Air,Automotive,6055.51,311.65,4.03,8.1,Storm,0.985,1.58,1
SC-10956,3/29/2025,Los Angeles,Antwerp,Air,Automotive,8024.31,155.15,2.53,7.6,Hurricane,0.848,4.64,1
SC-10957,10/31/2024,Dubai,Singapore,Sea,Automotive,1181.01,184.99,3.52,4.8,Hurricane,0.972,16.27,1
SC-10958,8/25/2025,Dubai,Singapore,Rail,Perishables,2911.11,385.1,3.04,5.4,Fog,0.658,4.57,1
SC-10959,3/15/2025,Busan,Dubai,Rail,Electronics,11201.49,405.66,4.01,0.6,Fog,0.667,12.8,0
SC-10960,11/8/2024,Los Angeles,Singapore,Rail,Perishables,1700.58,200.78,2.24,5.6,Hurricane,0.927,12,1
SC-10961,8/5/2025,Singapore,Shanghai,Sea,Electronics,9245.71,473.63,2.93,7.9,Rain,0.575,21.63,0
SC-10962,9/27/2025,Antwerp,Busan,Rail,Textiles,4057.56,203.82,2.8,5.7,Rain,0.973,4.39,1
